p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
0.001324608,0.429051775,0.369,0.312,1,6,EVI2B
0.001575559,0.503420041,0.116,0.066,1,6,SESN3
0.002236659,0.404656513,0.266,0.205,1,6,ANXA2R
0.002527127,0.40188327,0.15,0.098,1,6,BEX4
0.002576688,0.546932027,0.579,0.585,1,6,TRBC2
0.002636567,0.522759414,0.391,0.353,1,6,PRMT2
0.002815653,0.255151141,0.747,0.771,1,6,COMMD6
0.002955518,0.341054605,0.541,0.516,1,6,EVL
0.003115011,0.408129495,0.193,0.138,1,6,MAPKAPK5-AS1
0.003151165,0.404014772,0.137,0.088,1,6,PRKACB
0.003356538,0.407933335,0.133,0.084,1,6,UBASH3A
0.003389905,0.490468472,0.592,0.607,1,6,LIMD2
0.004019036,0.427473768,0.395,0.344,1,6,CXCR4
0.004164404,0.377599459,0.511,0.502,1,6,GIMAP4
0.00430425,0.330614821,0.155,0.104,1,6,TC2N
0.00522348,0.307280892,0.142,0.093,1,6,FAM200B
0.00548091,0.492717323,0.365,0.326,1,6,ZFP36L2
0.005507179,0.405297789,0.15,0.102,1,6,MAD1L1
0.006074242,0.373540007,0.425,0.411,1,6,SYF2
0.007544981,0.279358305,0.163,0.112,1,6,IKZF3
0.007989029,0.469634028,0.515,0.513,1,6,STAT1
0.008546066,0.354191298,0.116,0.074,1,6,GSTM3
0.00900959,0.275747896,0.605,0.625,1,6,NSA2
0.00920761,0.420922697,0.215,0.168,1,6,WDR54
0.009400527,0.32707821,0.155,0.108,1,6,SH3YL1
2.49E-261,2.33577296,0.622,0.022,3.64E-257,7,CRTAM
6.37E-239,2.760383847,0.89,0.077,9.31E-235,7,CD8A
4.88E-206,2.724594984,0.64,0.038,7.13E-202,7,GZMH
3.41E-191,4.27552039,0.686,0.055,4.98E-187,7,XCL2
1.52E-186,1.669612294,0.692,0.05,2.23E-182,7,CD8B
1.23E-170,2.764214876,0.953,0.159,1.80E-166,7,TNFRSF9
1.62E-164,2.467810293,0.808,0.102,2.37E-160,7,PRF1
1.93E-163,3.769162516,0.64,0.057,2.82E-159,7,CCL3
4.46E-163,2.627967243,0.895,0.14,6.51E-159,7,LAG3
2.54E-162,1.541004007,0.645,0.053,3.71E-158,7,KLRK1
1.97E-159,3.794625258,0.587,0.048,2.88E-155,7,XCL1
5.68E-154,1.64646749,0.581,0.044,8.29E-150,7,KLRD1
9.34E-153,3.040437383,0.971,0.208,1.36E-148,7,NKG7
4.65E-129,3.794267138,0.849,0.172,6.80E-125,7,GZMB
7.60E-126,3.550153315,0.465,0.036,1.11E-121,7,CCL4L2
1.47E-124,4.375745852,0.826,0.165,2.15E-120,7,CCL4
1.05E-114,0.762247187,0.273,0.009,1.53E-110,7,ENTPD1
4.67E-114,1.633772793,0.738,0.119,6.82E-110,7,DUSP4
3.56E-105,1.97811599,0.924,0.215,5.21E-101,7,FABP5
1.77E-98,1.865760411,0.93,0.239,2.58E-94,7,CST7
7.16E-96,1.502782814,0.703,0.127,1.05E-91,7,LYST
1.16E-95,1.485569237,0.424,0.041,1.69E-91,7,LAIR2
6.21E-94,1.77686993,0.831,0.2,9.07E-90,7,CYTOR
7.56E-88,2.06491886,0.82,0.197,1.10E-83,7,CCL5
1.52E-83,1.467677484,0.413,0.045,2.22E-79,7,ZBED2
3.47E-82,0.854067172,0.267,0.016,5.07E-78,7,HAVCR2
1.32E-81,1.04867546,0.442,0.054,1.93E-77,7,BMERB1
5.60E-81,1.793303546,0.86,0.252,8.17E-77,7,ID2
2.79E-79,1.41737956,0.547,0.087,4.07E-75,7,LINC01871
6.94E-79,0.868911452,0.308,0.025,1.01E-74,7,CD38
2.89E-77,1.569617134,0.605,0.112,4.23E-73,7,TIGIT
6.60E-76,1.415276212,0.703,0.16,9.64E-72,7,SLA
9.64E-75,2.172298392,0.756,0.208,1.41E-70,7,IFNG
5.02E-74,1.342564642,0.488,0.076,7.33E-70,7,TBC1D4
2.16E-73,1.670304603,0.459,0.068,3.15E-69,7,C12orf75
1.01E-72,1.770004096,0.89,0.345,1.48E-68,7,APOBEC3G
4.82E-70,0.79952941,0.18,0.007,7.04E-66,7,FGFBP2
2.32E-68,1.438900137,0.779,0.229,3.39E-64,7,APOBEC3C
3.00E-68,1.310749914,0.494,0.084,4.39E-64,7,MIR4435-2HG
6.86E-68,1.635849358,0.785,0.24,1.00E-63,7,IGFLR1
9.57E-67,1.424374488,0.977,0.684,1.40E-62,7,PARK7
1.61E-66,1.123845684,0.506,0.088,2.36E-62,7,CBLB
1.84E-66,0.803033147,0.116,0.002,2.69E-62,7,PMP22
4.75E-65,0.957188927,0.419,0.061,6.94E-61,7,ZBTB32
4.98E-64,0.318309792,0.128,0.003,7.27E-60,7,LINC02156
1.20E-62,0.835816072,0.302,0.031,1.75E-58,7,TNIP3
1.26E-59,0.527528383,0.128,0.003,1.85E-55,7,FNDC9
4.58E-59,1.245272501,0.413,0.066,6.69E-55,7,CD70
3.18E-55,1.528427948,0.977,0.793,4.65E-51,7,SRGN
1.20E-54,0.865120141,0.291,0.034,1.75E-50,7,MTSS1
1.76E-53,1.077815609,0.512,0.113,2.56E-49,7,ARL3
3.40E-53,0.655493921,0.221,0.019,4.97E-49,7,HLA-DMA
5.44E-50,0.422778644,0.151,0.008,7.94E-46,7,KLRC4
1.78E-49,0.58726103,0.233,0.023,2.60E-45,7,GALNT2
1.13E-48,1.120651632,0.593,0.159,1.65E-44,7,PTPN6
2.39E-47,0.303476749,0.145,0.008,3.49E-43,7,LINC02416
4.48E-47,0.751404811,0.314,0.046,6.54E-43,7,FASLG
4.55E-47,0.504866699,0.116,0.004,6.64E-43,7,CCL3L1
7.65E-47,1.439277992,0.814,0.347,1.12E-42,7,LITAF
8.03E-47,0.663736244,0.256,0.03,1.17E-42,7,ZEB2
1.75E-46,0.990428222,0.349,0.057,2.55E-42,7,HLA-DRB1
4.80E-46,1.238118408,0.797,0.317,7.01E-42,7,NME1
2.30E-45,1.158559289,0.576,0.159,3.36E-41,7,JAML
2.35E-45,0.633562491,0.227,0.025,3.44E-41,7,LINC01588
2.38E-45,1.282127953,0.634,0.199,3.48E-41,7,RAB27A
5.54E-45,0.444497778,0.163,0.012,8.09E-41,7,CD72
2.07E-44,1.250278975,0.779,0.321,3.03E-40,7,CFLAR
1.33E-43,1.5635849,0.715,0.267,1.95E-39,7,UCP2
7.38E-43,0.297102116,0.128,0.007,1.08E-38,7,GOLIM4
9.95E-43,1.118080071,0.674,0.223,1.45E-38,7,ATP1B3
3.92E-42,0.499262398,0.192,0.019,5.73E-38,7,SLC27A2
4.92E-42,1.202040906,0.907,0.558,7.18E-38,7,C9orf16
5.31E-42,0.334287841,0.105,0.004,7.76E-38,7,TPX2
9.86E-42,0.898410843,0.407,0.087,1.44E-37,7,AHI1
3.61E-41,0.466309599,0.151,0.011,5.28E-37,7,YBX3
6.59E-41,0.441165638,0.157,0.012,9.62E-37,7,GPR137B
3.85E-40,0.822629541,0.326,0.058,5.62E-36,7,NR4A2
4.20E-40,1.14272403,0.401,0.088,6.14E-36,7,IRF4
5.78E-40,0.639904366,0.215,0.025,8.44E-36,7,AC017002.3
9.69E-40,0.595014911,0.151,0.011,1.42E-35,7,LINC02446
1.47E-39,1.033658985,0.994,0.93,2.14E-35,7,HSP90AB1
1.77E-39,0.37344711,0.203,0.023,2.58E-35,7,CDCA7L
2.35E-39,0.801578908,0.238,0.032,3.43E-35,7,HLA-DRB5
4.05E-38,0.910485248,0.355,0.072,5.91E-34,7,NR4A1
6.91E-38,0.46447471,0.221,0.028,1.01E-33,7,CENPM
1.05E-37,0.995535608,0.965,0.837,1.53E-33,7,HMGB1
3.85E-37,0.409754244,0.122,0.008,5.63E-33,7,NTRK1
5.74E-35,0.70550097,0.302,0.058,8.38E-31,7,MT1E
9.81E-35,0.624608433,0.297,0.054,1.43E-30,7,GNG4
4.20E-34,0.551370449,0.297,0.056,6.13E-30,7,MYL6B
1.25E-33,0.967917093,0.948,0.692,1.83E-29,7,PSMA2
7.07E-33,1.037194521,0.872,0.549,1.03E-28,7,DYNLL1
1.56E-32,1.24466694,0.663,0.271,2.28E-28,7,LBH
2.38E-32,0.583664852,0.267,0.048,3.48E-28,7,GTF3C1
2.43E-32,0.269044517,0.128,0.01,3.55E-28,7,PDGFA
2.72E-32,0.980578676,0.64,0.246,3.98E-28,7,WARS
5.45E-32,0.566517712,0.209,0.03,7.96E-28,7,LINC01480
5.58E-32,0.608443443,0.32,0.068,8.15E-28,7,PDCD1
5.82E-32,1.307056399,0.75,0.393,8.50E-28,7,CD82
8.28E-32,0.609736541,0.302,0.061,1.21E-27,7,ATXN1
9.14E-32,0.995300531,0.576,0.205,1.33E-27,7,TNFRSF1B
1.62E-31,0.314615078,0.157,0.017,2.37E-27,7,CD109
1.76E-31,0.97886926,0.599,0.223,2.57E-27,7,UBE2F
2.94E-31,0.451082578,0.169,0.02,4.30E-27,7,FAF1
4.10E-31,0.770931936,0.564,0.188,5.99E-27,7,REL
4.37E-31,0.761807573,0.349,0.083,6.38E-27,7,NFKB1
1.52E-30,0.766067963,0.401,0.105,2.23E-26,7,CTLA4
2.96E-30,0.618572982,0.256,0.048,4.32E-26,7,C3orf14
3.92E-30,0.476714645,0.32,0.07,5.72E-26,7,SCCPDH
6.83E-30,0.449348868,0.169,0.021,9.97E-26,7,HLA-DRA
2.46E-29,1.188032417,0.57,0.202,3.60E-25,7,LINC01943
3.74E-29,0.772806405,0.465,0.142,5.46E-25,7,GALM
3.84E-29,1.287411363,0.616,0.27,5.60E-25,7,IL2RA
6.63E-29,0.67582465,0.401,0.107,9.68E-25,7,HLA-DPA1
6.82E-29,1.029041067,0.814,0.495,9.96E-25,7,FKBP1A
1.06E-28,0.302241126,0.105,0.008,1.55E-24,7,IL1RN
1.26E-28,0.940527107,0.884,0.677,1.84E-24,7,ATP5MC3
2.21E-28,1.028114634,0.942,0.751,3.23E-24,7,PGAM1
2.34E-27,1.023911916,0.733,0.359,3.42E-23,7,CTSC
2.60E-27,0.625066215,0.279,0.061,3.79E-23,7,IL21R
2.88E-27,0.873202096,0.901,0.641,4.20E-23,7,GSTP1
5.40E-27,0.935980377,0.872,0.534,7.88E-23,7,SH2D2A
7.21E-27,0.527728308,0.221,0.04,1.05E-22,7,FAM3C
7.38E-27,0.603380906,0.436,0.131,1.08E-22,7,ERCC1
7.50E-27,0.73938513,0.558,0.2,1.09E-22,7,ITPA
9.37E-27,0.56156629,0.39,0.107,1.37E-22,7,PRKCH
1.98E-26,0.538111707,0.203,0.035,2.89E-22,7,EGR2
2.03E-26,0.885513294,0.343,0.093,2.97E-22,7,CD83
4.00E-26,0.939904599,0.587,0.229,5.85E-22,7,NAMPT
4.85E-26,0.679978623,0.471,0.154,7.08E-22,7,RUNX3
6.85E-26,0.804884532,0.372,0.102,1.00E-21,7,IKZF3
9.27E-26,0.507263877,0.32,0.079,1.35E-21,7,PTPN22
2.48E-25,0.703668541,0.983,0.889,3.62E-21,7,PKM
2.68E-25,0.782274545,0.942,0.748,3.91E-21,7,NME2
3.09E-25,0.430925372,0.105,0.009,4.52E-21,7,PRSS23
4.54E-25,0.967140813,0.965,0.78,6.63E-21,7,CD7
4.64E-25,0.295093581,0.14,0.017,6.78E-21,7,GEM
5.50E-25,0.785008705,0.628,0.255,8.03E-21,7,TIMM13
5.71E-25,0.969880987,0.826,0.511,8.33E-21,7,EID1
1.23E-24,0.752411227,0.895,0.631,1.80E-20,7,ATP5F1B
1.35E-24,0.32422195,0.221,0.042,1.97E-20,7,PRKAR1B
1.47E-24,0.661055225,0.43,0.138,2.15E-20,7,SQLE
1.88E-24,0.802973954,0.634,0.271,2.74E-20,7,HSPH1
1.99E-24,0.325575792,0.186,0.031,2.90E-20,7,IRF8
2.05E-24,0.441145108,0.233,0.048,2.99E-20,7,PLAGL2
2.07E-24,0.804440741,0.651,0.292,3.02E-20,7,RBPJ
2.41E-24,0.641679871,0.442,0.147,3.52E-20,7,CKS2
2.43E-24,0.547867245,0.983,0.965,3.56E-20,7,SERF2
4.51E-24,0.652559087,0.453,0.151,6.59E-20,7,NPM3
4.92E-24,0.763555029,0.826,0.475,7.18E-20,7,SNRPD1
9.06E-24,0.5886232,0.291,0.071,1.32E-19,7,CASP3
1.02E-23,0.421769048,0.233,0.049,1.49E-19,7,UCK2
1.09E-23,0.6235896,0.297,0.075,1.59E-19,7,TFRC
1.12E-23,0.867579114,0.686,0.336,1.64E-19,7,DNPH1
1.41E-23,0.488264905,0.291,0.072,2.06E-19,7,PAM
1.52E-23,0.866187647,0.826,0.5,2.22E-19,7,SEM1
4.14E-23,0.554013577,0.407,0.13,6.04E-19,7,ISOC2
5.25E-23,0.762803947,0.436,0.147,7.67E-19,7,RGS16
7.94E-23,0.39783714,0.18,0.031,1.16E-18,7,GCNT1
9.73E-23,0.603898366,0.971,0.895,1.42E-18,7,ARPC2
1.03E-22,0.976511183,0.767,0.405,1.50E-18,7,MT2A
1.15E-22,0.779080911,0.599,0.248,1.68E-18,7,SMS
1.18E-22,0.684277508,0.366,0.113,1.72E-18,7,AGK
1.22E-22,0.538585313,0.279,0.07,1.79E-18,7,CD226
1.39E-22,0.643398362,0.517,0.19,2.03E-18,7,FYN
1.42E-22,0.921690888,0.895,0.719,2.07E-18,7,PRDX1
1.55E-22,0.559399038,0.343,0.098,2.26E-18,7,LIMA1
1.63E-22,0.258178604,0.11,0.012,2.37E-18,7,FANCL
1.64E-22,0.658902308,0.936,0.796,2.40E-18,7,PSMA7
1.83E-22,0.620311195,0.355,0.104,2.67E-18,7,ICOS
1.92E-22,0.637369071,0.326,0.092,2.80E-18,7,CHST12
2.57E-22,0.71224042,0.535,0.2,3.76E-18,7,CXCR3
2.59E-22,0.621414994,0.366,0.111,3.78E-18,7,DUSP2
2.68E-22,0.339578012,0.128,0.017,3.92E-18,7,ESPL1
3.35E-22,0.497568837,0.326,0.091,4.89E-18,7,MCM6
4.75E-22,0.74482667,0.663,0.309,6.94E-18,7,SYNCRIP
6.52E-22,0.723205891,0.919,0.677,9.53E-18,7,POMP
7.59E-22,0.748619356,0.68,0.323,1.11E-17,7,STMP1
2.76E-21,0.378105466,0.134,0.019,4.03E-17,7,LINC02341
4.23E-21,0.652795268,0.541,0.214,6.18E-17,7,RNF19A
4.49E-21,0.615458249,0.18,0.034,6.55E-17,7,MAP2K3
4.94E-21,0.578642535,0.959,0.908,7.21E-17,7,H3F3A
5.24E-21,0.410535704,0.209,0.044,7.65E-17,7,MCOLN2
5.25E-21,0.640446627,0.535,0.217,7.66E-17,7,SHMT2
5.50E-21,0.644208508,0.395,0.133,8.03E-17,7,PHF6
5.77E-21,0.691138957,0.477,0.182,8.43E-17,7,BCL2L1
6.51E-21,0.4189236,0.174,0.032,9.50E-17,7,HLA-DQB1
6.73E-21,0.811005376,0.814,0.546,9.83E-17,7,HSPD1
7.08E-21,0.755310831,0.808,0.488,1.03E-16,7,CLEC2D
7.54E-21,0.485774519,0.331,0.097,1.10E-16,7,RNF115
8.47E-21,0.671334533,0.942,0.771,1.24E-16,7,SEC61B
1.11E-20,0.556448652,0.39,0.127,1.61E-16,7,PES1
1.13E-20,0.784452234,0.721,0.392,1.65E-16,7,TXNDC17
1.21E-20,0.774135032,0.872,0.615,1.77E-16,7,HSPE1
1.25E-20,0.711731244,0.395,0.135,1.82E-16,7,KPNA2
1.44E-20,0.44317054,0.18,0.034,2.10E-16,7,MICAL2
1.68E-20,0.899760132,0.82,0.528,2.46E-16,7,HMGN2
1.87E-20,0.668881314,0.442,0.16,2.74E-16,7,BZW2
2.70E-20,0.643972738,0.512,0.204,3.94E-16,7,TIMM17A
2.83E-20,0.59550164,0.936,0.893,4.13E-16,7,ATP5MC2
3.05E-20,0.616763513,0.709,0.365,4.46E-16,7,MIR155HG
3.10E-20,0.763564851,0.82,0.526,4.52E-16,7,CCT2
3.34E-20,0.802508006,0.762,0.459,4.87E-16,7,MDH2
3.63E-20,0.679618617,0.884,0.671,5.31E-16,7,ATP5PF
3.83E-20,0.858556109,0.721,0.389,5.60E-16,7,NDUFB6
3.91E-20,0.456585144,0.337,0.102,5.72E-16,7,SLC43A3
4.08E-20,0.278651272,0.186,0.036,5.95E-16,7,APOBEC3F
5.81E-20,0.621570211,0.302,0.09,8.49E-16,7,ASXL1
6.60E-20,0.798568153,0.727,0.389,9.64E-16,7,ENSA
7.68E-20,0.698059976,0.86,0.581,1.12E-15,7,SERBP1
8.88E-20,0.46854908,0.279,0.076,1.30E-15,7,JARID2
9.05E-20,0.692128433,0.837,0.58,1.32E-15,7,COX5A
1.17E-19,0.819723141,0.703,0.381,1.70E-15,7,YWHAQ
1.81E-19,0.69308353,0.378,0.129,2.65E-15,7,PTTG1
2.19E-19,0.654026873,0.424,0.158,3.20E-15,7,CDK6
3.14E-19,0.74634164,0.657,0.317,4.58E-15,7,MRPL4
3.32E-19,0.63293368,0.924,0.816,4.85E-15,7,EIF4A1
4.36E-19,0.589861662,0.988,0.909,6.37E-15,7,HSPA8
4.50E-19,0.591558975,0.564,0.236,6.56E-15,7,TIPRL
6.10E-19,0.519576597,0.314,0.094,8.91E-15,7,IER3
6.68E-19,0.494001119,0.43,0.155,9.76E-15,7,RUVBL1
7.71E-19,0.729558003,0.709,0.365,1.13E-14,7,CALM3
8.19E-19,0.371976674,0.233,0.057,1.20E-14,7,MDFIC
1.09E-18,0.437362423,0.14,0.023,1.59E-14,7,ATP13A3
1.09E-18,0.689593892,0.552,0.242,1.59E-14,7,RBM17
1.13E-18,0.626941786,0.93,0.793,1.65E-14,7,UBB
1.22E-18,0.587348307,0.535,0.224,1.78E-14,7,NSMCE1
1.26E-18,0.331004308,0.163,0.031,1.84E-14,7,DHRS4-AS1
1.48E-18,0.744707851,0.576,0.265,2.16E-14,7,ANP32E
1.50E-18,0.432344313,0.18,0.038,2.20E-14,7,PRKCB
1.65E-18,0.805371498,0.814,0.488,2.41E-14,7,TUFM
1.65E-18,0.293528233,0.14,0.023,2.42E-14,7,SPRY1
1.67E-18,0.619479232,0.901,0.644,2.44E-14,7,SNRPG
1.77E-18,0.614026372,0.419,0.156,2.58E-14,7,AIMP2
1.81E-18,0.27711629,0.151,0.027,2.64E-14,7,HELLS
2.06E-18,0.302670645,0.186,0.04,3.01E-14,7,GMNN
2.38E-18,0.291553944,0.116,0.017,3.48E-14,7,GNPTAB
2.53E-18,0.357977128,0.163,0.032,3.70E-14,7,GCSH
2.84E-18,1.34768954,0.186,0.041,4.14E-14,7,CXCL13
2.98E-18,0.672002649,0.89,0.74,4.35E-14,7,SOD1
2.99E-18,0.602239237,0.465,0.182,4.36E-14,7,SP140
4.10E-18,0.67306572,0.826,0.55,5.98E-14,7,NDUFAB1
4.25E-18,0.464774867,0.203,0.047,6.21E-14,7,AC092821.3
4.33E-18,0.671728524,0.843,0.582,6.33E-14,7,PSMD8
4.92E-18,0.637544344,0.448,0.174,7.18E-14,7,CD2BP2
5.98E-18,0.397444387,0.285,0.083,8.73E-14,7,KIF21A
6.00E-18,0.388428882,0.163,0.032,8.76E-14,7,KIF3B
6.74E-18,0.459736485,0.285,0.083,9.84E-14,7,ENOSF1
6.94E-18,0.55782739,0.297,0.093,1.01E-13,7,HMGCS1
7.05E-18,0.378346091,0.14,0.024,1.03E-13,7,UBASH3B
7.35E-18,0.55919512,0.564,0.239,1.07E-13,7,PUM3
7.71E-18,0.676149017,0.401,0.15,1.13E-13,7,PCED1B
7.89E-18,0.526089649,0.36,0.121,1.15E-13,7,EIF4EBP1
9.52E-18,0.503022298,0.285,0.082,1.39E-13,7,HLA-DPB1
1.05E-17,0.642776759,0.907,0.768,1.54E-13,7,NCL
1.13E-17,0.638376164,0.494,0.204,1.65E-13,7,GPATCH4
1.17E-17,0.692019633,0.75,0.44,1.71E-13,7,POLR2E
1.25E-17,0.48973788,0.448,0.172,1.83E-13,7,DCAF13
1.27E-17,0.391468574,0.366,0.125,1.85E-13,7,FAM207A
1.45E-17,0.717485006,0.471,0.194,2.12E-13,7,YARS
1.48E-17,0.59914102,0.529,0.229,2.16E-13,7,EBNA1BP2
1.50E-17,0.468066258,0.977,0.9,2.19E-13,7,SRP14
1.51E-17,0.669327345,0.762,0.42,2.21E-13,7,PHB
1.55E-17,0.5733634,0.395,0.145,2.26E-13,7,CHD4
1.67E-17,0.480799235,0.372,0.131,2.44E-13,7,EXOSC5
1.91E-17,0.575679471,0.93,0.826,2.79E-13,7,SUB1
2.09E-17,0.571813684,0.413,0.153,3.05E-13,7,MTG1
2.32E-17,0.605155663,0.523,0.229,3.39E-13,7,MRPL12
2.81E-17,0.59353273,0.901,0.721,4.11E-13,7,GNG5
3.09E-17,0.593116299,0.337,0.115,4.51E-13,7,CD151
3.09E-17,0.586801165,0.442,0.175,4.52E-13,7,TIMMDC1
3.75E-17,0.730521997,0.826,0.557,5.48E-13,7,PSMB6
4.39E-17,0.560066335,0.471,0.197,6.41E-13,7,ELP5
4.94E-17,0.315053225,0.14,0.025,7.21E-13,7,DNMT3A
5.62E-17,0.314495169,0.105,0.015,8.21E-13,7,RHOB
5.80E-17,0.711551837,0.669,0.349,8.47E-13,7,ANXA6
7.82E-17,0.738433606,0.727,0.477,1.14E-12,7,CYCS
8.24E-17,0.535773759,0.384,0.141,1.20E-12,7,C20orf27
1.01E-16,0.317874727,0.186,0.043,1.48E-12,7,OGG1
1.10E-16,0.489302445,0.448,0.175,1.61E-12,7,NRDC
1.20E-16,0.338220601,0.302,0.095,1.75E-12,7,G6PD
1.21E-16,0.46957622,0.262,0.077,1.77E-12,7,C16orf87
1.22E-16,0.35615442,0.227,0.06,1.78E-12,7,EI24
1.32E-16,0.511364561,0.448,0.18,1.92E-12,7,MRPL15
1.38E-16,0.775675899,0.506,0.229,2.01E-12,7,NUCB2
1.69E-16,0.712637129,0.738,0.411,2.47E-12,7,PDIA6
1.77E-16,0.565833803,0.924,0.761,2.58E-12,7,NDUFA13
1.84E-16,0.604796529,0.581,0.285,2.69E-12,7,HSBP1
1.88E-16,0.549693051,0.442,0.18,2.74E-12,7,CTSD
2.11E-16,0.668298447,0.744,0.434,3.08E-12,7,ADRM1
2.39E-16,0.574766394,0.547,0.249,3.49E-12,7,PTPN7
2.40E-16,0.566663157,0.907,0.729,3.50E-12,7,PSMB1
2.40E-16,0.625361986,0.692,0.408,3.51E-12,7,NDUFS8
2.44E-16,0.602170716,0.419,0.164,3.57E-12,7,TDG
2.53E-16,0.69734009,0.936,0.768,3.69E-12,7,CD2
2.99E-16,0.286509669,0.186,0.043,4.36E-12,7,MPST
3.04E-16,0.755901002,0.791,0.509,4.44E-12,7,SEC11C
3.06E-16,0.549510846,0.401,0.154,4.48E-12,7,BTG3
3.07E-16,0.394355844,0.267,0.079,4.48E-12,7,PYHIN1
3.13E-16,0.516349137,0.523,0.23,4.58E-12,7,PSMD1
3.16E-16,0.519133141,0.413,0.16,4.62E-12,7,CIAO1
3.28E-16,0.581989661,0.919,0.828,4.79E-12,7,RAN
3.41E-16,0.388708163,0.14,0.026,4.98E-12,7,ARHGAP26
4.21E-16,0.531160317,0.547,0.252,6.15E-12,7,GLRX3
4.48E-16,0.516315759,0.959,0.874,6.54E-12,7,HSP90AA1
4.55E-16,0.679715544,0.744,0.462,6.64E-12,7,CCT3
5.10E-16,0.412619679,0.32,0.107,7.45E-12,7,ARMCX6
5.28E-16,0.59335205,0.738,0.399,7.71E-12,7,PRPF40A
5.46E-16,0.405198628,0.297,0.096,7.98E-12,7,WDR12
5.76E-16,0.444976709,0.262,0.079,8.41E-12,7,OXCT1
6.00E-16,0.391994695,0.994,0.999,8.76E-12,7,MT-CO1
6.62E-16,0.467790499,0.378,0.139,9.67E-12,7,MRPS25
7.44E-16,0.552265806,0.302,0.102,1.09E-11,7,CTNNA1
7.97E-16,0.867555254,0.61,0.308,1.16E-11,7,BIRC3
8.03E-16,0.545865424,0.634,0.3,1.17E-11,7,SRA1
8.06E-16,0.568587567,0.535,0.245,1.18E-11,7,TIMM8B
8.71E-16,0.638289604,0.599,0.295,1.27E-11,7,MOB1A
9.48E-16,0.270326211,0.151,0.031,1.38E-11,7,MTHFD1
9.56E-16,0.465398324,0.977,0.956,1.40E-11,7,H3F3B
9.63E-16,0.817623074,0.419,0.179,1.41E-11,7,CD59
9.93E-16,0.641561712,0.517,0.238,1.45E-11,7,MRTO4
1.01E-15,0.5467817,0.884,0.7,1.48E-11,7,NDUFS5
1.02E-15,0.576635443,0.267,0.086,1.48E-11,7,EXOC2
1.12E-15,0.525279298,0.948,0.946,1.63E-11,7,NPM1
1.19E-15,0.576981361,0.459,0.196,1.73E-11,7,SNX5
1.21E-15,0.403490118,0.151,0.032,1.76E-11,7,OSBPL3
1.22E-15,0.37897865,0.238,0.069,1.78E-11,7,RAD23B
1.58E-15,0.617435749,0.727,0.428,2.31E-11,7,ATP5MC1
1.75E-15,0.365142416,0.994,0.996,2.56E-11,7,PTMA
1.77E-15,0.701143951,0.384,0.154,2.58E-11,7,SRRT
1.97E-15,0.654873162,0.663,0.358,2.88E-11,7,RAD21
2.08E-15,0.555346023,0.564,0.27,3.04E-11,7,HDAC2
2.29E-15,0.305319121,0.157,0.034,3.34E-11,7,BCL2L11
2.31E-15,0.40565324,0.25,0.074,3.38E-11,7,R3HDM1
2.55E-15,0.50997601,0.372,0.141,3.73E-11,7,TMED3
2.79E-15,0.577363875,1,0.997,4.07E-11,7,GAPDH
2.85E-15,0.805939789,0.401,0.168,4.17E-11,7,SYTL3
2.94E-15,0.35298972,0.174,0.042,4.29E-11,7,NR4A3
3.29E-15,0.329950299,0.198,0.052,4.81E-11,7,NTHL1
3.69E-15,0.541054344,0.959,0.855,5.39E-11,7,CD3D
4.11E-15,0.33500128,0.273,0.085,6.00E-11,7,ACTR1B
4.34E-15,0.627923214,0.802,0.534,6.33E-11,7,CCT6A
4.46E-15,0.371030576,0.355,0.127,6.52E-11,7,DBF4
4.76E-15,0.589123037,0.61,0.311,6.95E-11,7,PMF1
5.06E-15,0.533190858,0.57,0.272,7.39E-11,7,MCRIP1
5.23E-15,0.496400303,0.302,0.104,7.63E-11,7,RGCC
5.26E-15,0.709088363,0.192,0.05,7.68E-11,7,TRAV8-6
5.51E-15,0.625700066,0.82,0.541,8.05E-11,7,SRSF7
5.54E-15,0.425129428,0.157,0.035,8.09E-11,7,ACOX3
5.85E-15,0.574334437,0.576,0.277,8.54E-11,7,MRPL47
6.29E-15,0.330576523,0.267,0.085,9.18E-11,7,CTPS1
7.65E-15,0.355568587,0.238,0.071,1.12E-10,7,NDUFAF1
8.17E-15,0.74124489,0.727,0.439,1.19E-10,7,PRMT1
8.25E-15,0.535351118,0.64,0.314,1.20E-10,7,VCP
9.05E-15,0.384738024,0.262,0.083,1.32E-10,7,MNAT1
9.09E-15,0.505201915,0.424,0.174,1.33E-10,7,PGD
9.18E-15,0.452784505,0.11,0.019,1.34E-10,7,CAVIN3
1.01E-14,0.270089557,0.11,0.019,1.47E-10,7,IL12RB2
1.03E-14,0.661145273,0.57,0.279,1.50E-10,7,DCXR
1.09E-14,0.500553683,0.453,0.192,1.60E-10,7,TIMM23
1.20E-14,0.378096219,0.424,0.172,1.75E-10,7,GRHPR
1.23E-14,0.499783336,0.395,0.159,1.79E-10,7,LYPLA1
1.28E-14,0.654491943,0.872,0.679,1.87E-10,7,EIF5A
1.45E-14,0.59474836,0.605,0.306,2.12E-10,7,MTHFD2
1.53E-14,0.601558996,0.866,0.662,2.23E-10,7,CSNK2B
1.53E-14,0.378966538,0.203,0.056,2.24E-10,7,SNX9
1.70E-14,0.399224982,0.215,0.061,2.48E-10,7,ASCC1
1.93E-14,0.25230927,0.134,0.027,2.82E-10,7,CD84
